chr	start	end	average
chrII	9870001	9880000	2.39914481720307
chrII	9900001	9910000	3.35482369882137
chrII	9990001	10000000	3.38752728517845
chrII	10110001	10120000	1.77727777685962
chrII	10120001	10130000	2.62367939748454
chrII	10260001	10270000	1.87524364258191
chrII	10270001	10280000	4.02900975839889
chrII	10280001	10290000	3.51701088853653
chrII	10290001	10300000	2.41456614195586
chrII	10310001	10320000	0.874964944529827
chrII	10330001	10340000	2.92113416008902
chrII	10350001	10360000	1.41641519274595
chrII	10360001	10370000	1.06773343854882
chrII	10400001	10410000	3.1563458419364
chrII	10420001	10430000	1.85897339218758
chrII	10430001	10440000	2.56364415110725
chrII	10480001	10490000	3.86825450953436
chrII	10490001	10500000	4.79821278032401
chrII	10520001	10530000	3.91265677734586
chrII	10640001	10650000	6.49652117414451
chrII	10680001	10690000	1.27531558950707
chrII	10700001	10710000	2.8913109531717
chrII	10710001	10720000	3.38000894843449
chrII	10730001	10740000	3.23528073318486
chrII	10740001	10750000	4.26863781489259
chrII	10750001	10760000	7.28132265394774
chrII	10890001	10900000	2.61997339748118
chrII	10900001	10910000	7.11213028939886
chrII	10910001	10920000	2.42086872644924
chrII	10930001	10940000	1.02513221464798
chrII	11200001	11210000	2.07919797245504
chrII	11210001	11220000	3.82918065803647
chrII	11250001	11260000	3.0083591247485
chrII	11260001	11270000	2.26910505489412
chrII	11320001	11330000	5.24381510447842
chrII	11350001	11360000	2.41997858153439
chrII	11360001	11370000	2.45545715066111
chrII	11380001	11390000	1.6122147231185
chrII	11410001	11420000	1.34486991276149
chrII	11420001	11430000	3.41613402082581
chrII	11930001	11940000	2.49335205462896
chrII	12010001	12020000	2.91494337091878
chrII	12150001	12160000	2.06878662234469
chrII	12240001	12250000	2.73807383603925
chrII	12250001	12260000	4.46231420722591
chrII	12300001	12310000	2.5697533689116
chrII	12310001	12320000	4.3490934136292
chrII	12320001	12330000	5.83916991696266
chrII	12370001	12380000	1.75062398660506
chrII	12380001	12390000	4.11268616478135
chrII	12390001	12400000	3.74962650029887
chrII	12400001	12410000	6.92939115743576
chrII	12420001	12430000	3.07464754498037
chrII	12430001	12440000	6.08793229754308
chrII	12440001	12450000	4.69966730446372
chrII	12450001	12460000	3.11898990228094
chrII	12470001	12480000	7.45726572152197
chrII	12480001	12490000	1.46586197202025
chrII	12490001	12500000	5.35781491371099
chrII	12500001	12510000	5.0069427290276
chrII	12520001	12530000	3.18865461302465
chrII	12530001	12540000	6.1542414135845
chrII	12540001	12550000	3.37016536159622
chrII	12550001	12560000	1.44971447008471
chrII	12560001	12570000	7.00557187677599
chrII	12570001	12580000	2.99016513514982
chrII	12600001	12610000	4.49831830054506
chrII	12610001	12620000	1.95168864892892
chrII	12620001	12630000	3.42037582172866
chrII	12630001	12640000	1.17872063165285
chrII	12650001	12660000	4.34322359988827
chrII	12830001	12840000	3.13058852956782
chrII	12840001	12850000	7.61532034807535
chrII	12850001	12860000	2.3172113267746
chrII	12860001	12870000	3.53104486721731
chrII	12880001	12890000	3.50926006993299
chrII	12890001	12900000	5.26142185875489
chrII	12900001	12910000	3.22401895786644
chrII	12920001	12930000	6.48122987979841
chrII	12960001	12970000	1.97242101758676
chrII	13040001	13050000	2.46903079536498
chrII	13100001	13110000	2.53936565563847
chrII	13120001	13130000	3.27748829827976
chrII	13130001	13140000	5.77375733280499
chrII	13140001	13150000	6.73919180385387
chrII	13150001	13160000	3.32458693648462
chrII	13160001	13170000	1.69515773656197
chrII	13170001	13180000	3.27161103566974
chrII	13180001	13190000	2.70367046665771
chrII	13210001	13220000	5.32355790573335
chrII	13220001	13230000	3.65936158722061
chrII	13240001	13250000	3.96550616620337
chrII	13250001	13260000	6.81823948583552
chrII	13260001	13270000	5.31249260342425
chrII	13270001	13280000	2.62773073447091
chrII	13310001	13320000	1.45007057586958
chrII	13340001	13350000	3.16678561564601
chrII	13410001	13420000	3.62363005527601
chrII	13480001	13490000	3.02800859210125
chrII	13510001	13520000	5.65700099228439
chrII	13530001	13540000	2.67920472040047
chrII	13540001	13550000	3.36030935726351
chrII	13620001	13630000	2.08190155192172
chrII	13700001	13710000	7.85309920749982
chrII	13750001	13760000	2.72415119601363
chrII	13760001	13770000	6.02309190727019
chrII	13770001	13780000	7.25769941338791
chrII	13790001	13800000	2.42338706977017
chrII	13800001	13810000	3.40660982425545
chrII	13910001	13920000	2.4459071575475
chrII	13920001	13930000	2.99432434879422
chrII	13960001	13970000	3.63635471414924
chrII	13980001	13990000	6.29744419797248
chrII	13990001	14000000	4.7715649111023
chrII	14000001	14010000	2.50057997808229
chrII	14020001	14030000	5.27160624318056
chrII	14100001	14110000	2.95800224678926
chrII	14110001	14120000	4.12580724380236
chrII	14170001	14180000	1.47398970766065
chrII	14270001	14280000	1.55294757600612
chrII	14280001	14290000	4.10058265009699
chrII	14300001	14310000	1.75693776669684
chrII	14310001	14320000	2.18912913892069
chrII	14320001	14330000	7.96021075052068
chrII	14330001	14340000	9.04892871055783
chrII	14420001	14430000	1.12052046115301
chrII	14450001	14460000	1.35783718990421
chrII	14520001	14530000	1.20312052275539
chrII	14530001	14540000	2.69951749659553
chrII	14540001	14550000	2.97896216819794
chrII	14590001	14600000	1.0551026246237
chrII	14620001	14630000	1.23964378594414
chrII	14630001	14640000	4.58401798351736
chrII	14640001	14650000	1.39455689852239
chrII	14650001	14660000	6.63432573256045
chrII	14660001	14670000	5.66024615743448
chrII	14670001	14680000	1.81416706582625
chrII	14680001	14690000	1.73833868592141
chrII	14690001	14700000	0.899556947187964
chrII	14700001	14710000	3.66864557286643
chrII	14710001	14720000	8.06240308307779
chrII	14720001	14730000	3.67167026947315
chrII	14730001	14740000	2.56253185313765
chrII	14740001	14750000	1.45508080235616
chrII	14770001	14780000	2.24181754395943
chrII	14780001	14790000	4.22835367659739
chrII	14830001	14840000	1.86803556412021
chrII	14840001	14850000	5.37267339871426
chrII	14850001	14860000	3.14012644379139
chrII	14880001	14890000	2.74774757272642
chrII	14890001	14900000	4.20495374265709
chrII	14900001	14910000	3.32618621418295
chrII	14920001	14930000	4.64782178258852
chrII	14930001	14940000	4.61598259933806
chrII	14940001	14950000	4.51527311619483
chrII	14950001	14960000	3.8562220973467
chrII	14970001	14980000	2.44238471769834
chrII	14980001	14990000	1.76516853662717
chrII	15000001	15010000	2.26107888298303
chrII	15010001	15020000	2.71736336934044
chrII	15020001	15030000	2.83904739021963
chrII	15040001	15050000	1.52794799323802
chrII	15050001	15060000	5.48917078517935
chrII	15080001	15090000	3.7912496270086
chrII	15120001	15130000	1.92175059821089
chrII	15130001	15140000	4.94199304461151
chrII	15140001	15150000	6.57298123068993
chrII	15150001	15160000	4.29637498706111
chrII	15160001	15170000	4.25975068511272
chrII	15170001	15180000	3.11911843443013
chrII	15180001	15190000	7.63044939860686
chrII	15190001	15200000	2.09346441733081
chrII	15240001	15250000	2.23958510946424
chrIII	20001	30000	3.69804475815615
chrIII	30001	40000	3.51104900498216
chrIII	40001	50000	5.01235732991635
chrIII	50001	60000	4.29172140620222
chrIII	60001	70000	2.1909487463859
chrIII	100001	110000	1.44834778238413
chrIII	110001	120000	8.10385339242526
chrIII	120001	130000	3.2122208023487
chrIII	130001	140000	2.33393018925936
chrIII	150001	160000	1.43917376825531
chrIII	160001	170000	5.06596763387553
chrIII	200001	210000	3.75285627162716
chrIII	360001	370000	4.08420658711462
chrIII	370001	380000	2.97709670168086
chrIII	380001	390000	4.24549644546423
chrIII	390001	400000	2.61174302265846
chrIII	400001	410000	4.03486529802714
chrIII	420001	430000	4.13649122545957
chrIII	440001	450000	2.23276197477936
chrIII	450001	460000	5.79690511838586
chrIII	460001	470000	3.28021220892275
chrIII	500001	510000	2.94104694742734
chrIII	510001	520000	3.2884960990602
chrIII	520001	530000	1.12557613256387
chrIII	530001	540000	1.92471965209836
chrIII	540001	550000	3.7041207841833
chrIII	600001	610000	3.23679961821136
chrIII	610001	620000	2.15986558105508
chrIII	640001	650000	3.49012144802605
chrIII	650001	660000	4.52589879825891
chrIII	660001	670000	1.19942569054051
chrIII	670001	680000	4.9795653307358
chrIII	680001	690000	2.10353379186307
chrIII	690001	700000	4.50263739644886
chrIII	700001	710000	3.06169150535318
chrIII	710001	720000	4.75376338157111
chrIII	720001	730000	5.76538428058866
chrIII	730001	740000	4.01731992778373
chrIII	740001	750000	2.62789288458273
chrIII	750001	760000	2.23079162663786
chrIII	800001	810000	2.58758461394871
chrIII	810001	820000	1.83410097385379
chrIII	820001	830000	2.33858681111315
chrIII	910001	920000	2.82452856245889
chrIII	920001	930000	5.24675639681331
chrIII	930001	940000	4.68547972245464
chrIII	940001	950000	3.08604051103587
chrIII	950001	960000	1.62133250280241
chrIII	960001	970000	3.40127980579501
chrIII	970001	980000	4.41185047257687
chrIII	1020001	1030000	3.06642099307851
chrIII	1090001	1100000	6.86422450708716
chrIII	1100001	1110000	4.07327441704696
chrIII	1120001	1130000	5.99717784212897
chrIII	1240001	1250000	3.95953511557889
chrIII	1270001	1280000	3.52119448838443
chrIII	1280001	1290000	6.55194096181269
chrIII	1290001	1300000	6.13540828470769
chrIII	1300001	1310000	7.23451222351907
chrIII	1310001	1320000	5.08785241896884
chrIII	1320001	1330000	4.74940496792503
chrIII	1330001	1340000	4.90176988109217
chrIII	1340001	1350000	2.42739469824103
chrIII	1350001	1360000	2.75307220131319
chrIII	1360001	1370000	8.13700590738868
chrIII	1370001	1380000	2.31314104668177
chrIII	1380001	1390000	5.15165136368573
chrIII	1390001	1400000	2.48560256035637
chrIII	1400001	1410000	1.83383792720448
chrIII	1480001	1490000	3.87315002040161
chrIII	1640001	1650000	5.1248075224995
chrIII	1650001	1660000	7.12027639752793
chrIII	1660001	1670000	3.82693769707891
chrIII	1680001	1690000	2.67910256810715
chrIII	1690001	1700000	4.33715128162203
chrIII	1700001	1710000	4.07203698783994
chrIII	1710001	1720000	8.7504692691976
chrIII	1720001	1730000	7.95757261267414
chrIII	1730001	1740000	4.92639189088032
chrIII	1750001	1760000	3.75598696460113
chrIII	1800001	1810000	5.55003978352513
chrIII	1840001	1850000	4.67927276707626
chrIII	1880001	1890000	7.48383053844045
chrIII	1890001	1900000	4.64875691844276
chrIII	1960001	1970000	5.44464537988739
chrIII	1970001	1980000	7.8446899535003
chrIII	1980001	1990000	3.63561615626031
chrIII	1990001	2000000	5.94362324330973
chrIII	2000001	2010000	7.29348436227627
chrIII	2010001	2020000	2.69903993850732
chrIII	2020001	2030000	3.83160355147017
chrIII	2030001	2040000	2.07297564315356
chrIII	2040001	2050000	2.58838525581037
chrIII	2050001	2060000	5.60896665989296
chrIII	2080001	2090000	5.13199122994469
chrIII	2110001	2120000	5.83160915807183
chrIII	2210001	2220000	5.28705991209744
chrIII	2220001	2230000	4.88330219658458
chrIII	2240001	2250000	7.24662240869201
chrIII	2250001	2260000	3.08705353738706
chrIII	2260001	2270000	2.98357112925089
chrIII	2280001	2290000	2.72170999124183
chrIII	2360001	2370000	3.01198468372905
chrIII	2370001	2380000	6.83195059729551
chrIII	2410001	2420000	1.48965619890594
chrIII	2430001	2440000	7.44551435265319
chrIII	2440001	2450000	3.12766984740382
chrIII	2450001	2460000	5.29425422020907
chrIII	2460001	2470000	3.07060006441925
chrIII	2510001	2520000	4.27815483780597
chrIII	2590001	2600000	2.63367802093617
chrIII	2600001	2610000	2.08071275787397
chrIII	2640001	2650000	3.20514667523647
chrIII	2660001	2670000	5.18317087482852
chrIII	2670001	2680000	4.13808637364912
chrIII	2680001	2690000	4.17322040590187
chrIII	2690001	2700000	1.53933602980125
chrIII	2710001	2720000	3.11696140320407
chrIII	2740001	2750000	3.85863575835465
chrIII	2820001	2830000	3.29731298591726
chrIII	2840001	2850000	6.02329754019021
chrIII	2850001	2860000	3.56279268662434
chrIII	2860001	2870000	3.48294140752047
chrIII	2870001	2880000	2.00494904588108
chrIII	2880001	2890000	3.29283117530772
chrIII	2890001	2900000	5.42861476468748
chrIII	2910001	2920000	4.12005432973289
chrIII	2920001	2930000	2.9550490677406
chrIII	2930001	2940000	5.21721212488416
chrIII	3000001	3010000	1.86808289886435
chrIII	3010001	3020000	3.5914197979169
chrIII	3020001	3030000	1.288631427509
chrIII	3040001	3050000	2.71114741882333
chrIII	3050001	3060000	4.58442485140151
chrIII	3140001	3150000	3.72463498123295
chrIII	3160001	3170000	6.82384927309994
chrIII	3180001	3190000	3.67771160899428
chrIII	3190001	3200000	3.19366271028688
chrIII	3210001	3220000	5.64271157806536
chrIII	3230001	3240000	1.84014176608527
chrIII	3250001	3260000	2.28022101317524
chrIII	3260001	3270000	2.70642535847707
chrIII	3340001	3350000	0.95409117750606
chrIII	3360001	3370000	1.90790297709432
chrIII	3370001	3380000	2.25886605640322
chrIII	3380001	3390000	2.1168906009879
chrIII	3440001	3450000	2.39219726189709
chrIII	3450001	3460000	1.92039539644414
chrIII	3480001	3490000	1.76131929690197
chrIII	3510001	3520000	1.4551910592902
chrIII	3520001	3530000	2.93518044253682
chrIII	3540001	3550000	2.56529415341987
chrIII	3550001	3560000	4.14199660355763
chrIII	3560001	3570000	3.8847140344453
chrIII	3570001	3580000	2.19140382134295
chrIII	3740001	3750000	1.2520459265088
chrIII	3770001	3780000	2.44297157779554
chrIII	3890001	3900000	3.40207538387
chrIII	3940001	3950000	3.82923149373612
chrIII	3960001	3970000	3.25507319770933
chrIII	3980001	3990000	3.5599770857194
chrIII	4030001	4040000	2.53585900198735
chrIII	4060001	4070000	2.33140894666117
chrIII	4070001	4080000	2.04446696341055
chrIII	4100001	4110000	1.25997216976652
chrIII	4120001	4130000	4.00237914534244
chrIII	4130001	4140000	2.09361227059723
chrIII	4140001	4150000	2.5155224794988
chrIII	4620001	4630000	3.39708544536322
chrIII	4630001	4640000	2.40690813703901
chrIII	4680001	4690000	1.94260756366251
chrIII	4820001	4830000	1.21506843303542
chrIII	5050001	5060000	2.79959662979004
chrIII	5090001	5100000	1.4631177467144
chrIII	5330001	5340000	1.78799010385743
chrIII	5410001	5420000	3.06943963387932
chrIII	5750001	5760000	1.97621904070741
chrIII	5760001	5770000	1.21698368197185
chrIII	5770001	5780000	4.65841997878625
chrIII	6510001	6520000	0.887909943704265
chrIII	6520001	6530000	1.97596546359896
chrIII	6640001	6650000	2.70786420018075
chrIII	6650001	6660000	2.17100969516712
chrIII	6660001	6670000	4.69328326516211
chrIII	6670001	6680000	4.69129702560444
chrIII	6680001	6690000	5.57581613125242
chrIII	6690001	6700000	3.84917260346036
chrIII	6750001	6760000	3.62334630378828
chrIII	6760001	6770000	3.3000937998095
chrIII	6770001	6780000	1.84384093848398
chrIII	6780001	6790000	7.40373496537113
chrIII	6910001	6920000	1.64028937895079
chrIII	6990001	7000000	2.52341046183271
chrIII	7010001	7020000	3.39765616986944
chrIII	7040001	7050000	2.66314611331789
chrIII	7050001	7060000	2.46212625989868
chrIII	7090001	7100000	1.75356975066974
chrIII	7250001	7260000	2.93721796098416
chrIII	7260001	7270000	1.60717719758833
chrIII	7400001	7410000	6.57220059592109
chrIII	7460001	7470000	2.30352132722197
chrIII	7470001	7480000	2.50128979743892
chrIII	7480001	7490000	1.55977044328967
chrIII	7590001	7600000	3.31303019020996
chrIII	7600001	7610000	4.17031507690408
chrIII	7610001	7620000	3.79037757741562
chrIII	7620001	7630000	3.65963947897812
chrIII	7630001	7640000	4.04925090673859
chrIII	7660001	7670000	1.79377644255862
chrIII	7670001	7680000	3.17590595591131
chrIII	7810001	7820000	2.84518024184754
chrIII	7840001	7850000	4.15778029000745
chrIII	7870001	7880000	3.56747464480716
chrIII	8180001	8190000	3.56341729481432
chrIII	8190001	8200000	4.19375363013637
chrIII	8200001	8210000	3.86296050833738
chrIII	8530001	8540000	2.19356056777219
chrIII	8540001	8550000	2.82390735290389
chrIII	8550001	8560000	1.03306837515964
chrIII	8560001	8570000	2.21932595349992
chrIII	8570001	8580000	1.39050711580404
chrIII	8580001	8590000	2.35869684181374
chrIII	8590001	8600000	2.62209879802008
chrIII	8850001	8860000	6.17622078201875
chrIII	8860001	8870000	2.90694462697957
chrIII	8940001	8950000	3.05367126487482
chrIII	9020001	9030000	1.70608896349495
chrIII	9150001	9160000	2.30566894631136
chrIII	9160001	9170000	1.89102877989141
chrIII	9180001	9190000	2.13818404321026
chrIII	9190001	9200000	3.17034882450414
chrIII	9200001	9210000	2.40758243718201
chrIII	9210001	9220000	3.41185155099437
chrIII	9260001	9270000	1.57641383564183
chrIII	9290001	9300000	5.0795093441429
chrIII	9300001	9310000	1.21861813822929
chrIII	9310001	9320000	2.85296075400371
chrIII	9330001	9340000	1.75702993210104
chrIII	9370001	9380000	4.00434100631929
chrIII	9650001	9660000	2.68085511797596
chrIII	9730001	9740000	2.4781545930466
chrIII	9860001	9870000	3.71403132363904
chrIII	9870001	9880000	5.02320310943531
chrIII	9880001	9890000	3.81405345293877
chrIII	9900001	9910000	1.50060030779203
chrIII	9910001	9920000	2.03104489029365
chrIII	9920001	9930000	3.05411592552978
chrIII	10000001	10010000	2.97458412484167
chrIII	10010001	10020000	3.51451979367745
chrIII	10020001	10030000	5.54508045744054
chrIII	10030001	10040000	3.29620488384243
chrIII	10040001	10050000	2.32469412332133
chrIII	10100001	10110000	2.58973965198741
chrIII	10140001	10150000	3.36927588605508
chrIII	10150001	10160000	2.00865565439666
chrIII	10160001	10170000	3.18075090280609
chrIII	10170001	10180000	3.57820088447668
chrIII	10180001	10190000	6.25527386598684
chrIII	10220001	10230000	2.54637938459291
chrIII	10230001	10240000	5.7846101221581
chrIII	10240001	10250000	3.77398212378155
chrIII	10300001	10310000	3.05746624018964
chrIII	10480001	10490000	3.00386349797555
chrIII	10510001	10520000	1.62246180807486
chrIII	10690001	10700000	1.75076258146358
chrIII	10790001	10800000	1.64412960050531
chrIII	10960001	10970000	7.9331432537365
chrIII	10970001	10980000	4.89644020216642
chrIII	10980001	10990000	5.2431618323125
chrIII	10990001	11000000	4.20535259311384
chrIII	11000001	11010000	5.64551962696617
chrIII	11010001	11020000	3.00559524684567
chrIII	11170001	11180000	2.01075765994424
chrIII	11190001	11200000	3.98796997881832
chrIII	11200001	11210000	6.74715565833306
chrIII	11290001	11300000	1.76401701460113
chrIII	11330001	11340000	1.60265871922342
chrIII	11360001	11370000	1.75836289949119
chrIII	11380001	11390000	5.03571312774302
chrIII	11390001	11400000	6.91726741487921
chrIII	11400001	11410000	6.62133813082618
chrIII	11410001	11420000	2.39862857698917
chrIII	11420001	11430000	5.55725924920003
chrIII	11430001	11440000	6.33759454923873
chrIII	11520001	11530000	2.088101978425
chrIII	11540001	11550000	5.20716857513495
chrIII	11590001	11600000	8.33911638114635
chrIII	11600001	11610000	2.12688533754697
chrIII	11610001	11620000	2.26927655803844
chrIII	11620001	11630000	5.24205251712234
chrIII	11630001	11640000	2.518947541422
chrIII	11640001	11650000	3.39360056513357
chrIII	11720001	11730000	3.79173860724248
chrIII	11730001	11740000	4.17805019551952
chrIII	11750001	11760000	3.33766619267306
chrIII	11760001	11770000	2.94380969422184
chrIII	11780001	11790000	1.65706912675444
chrIII	11790001	11800000	2.97682975175412
chrIII	11800001	11810000	5.27523929499181
chrIII	11970001	11980000	6.02297404045346
chrIII	12020001	12030000	1.85067721692426
chrIII	12030001	12040000	4.28716731103575
chrIII	12120001	12130000	2.2559725463862
chrIII	12180001	12190000	6.12668917374397
chrIII	12190001	12200000	2.6148691162762
chrIII	12200001	12210000	3.75195205159226
chrIII	12230001	12240000	4.13344653427855
chrIII	12300001	12310000	2.97696266460198
chrIII	12310001	12320000	3.7502058140859
chrIII	12340001	12350000	2.89671775348333
chrIII	12350001	12360000	3.99458373671656
chrIII	12390001	12400000	2.52748773042203
chrIII	12430001	12440000	1.8256890848604
chrIII	12460001	12470000	2.62984393835333
chrIII	12470001	12480000	2.04372613851523
chrIII	12480001	12490000	4.06775292395125
chrIII	12500001	12510000	4.09690358541234
chrIII	12750001	12760000	8.5911066300114
chrIII	12760001	12770000	8.61947314884583
chrIII	12770001	12780000	7.3708839130939
chrIII	12780001	12790000	7.40558326524677
chrIII	12790001	12800000	4.46650715968122
chrIII	12800001	12810000	1.19778259157282
chrIII	12820001	12830000	1.20913538748404
chrIII	12850001	12860000	7.80094889837688
chrIII	12860001	12870000	1.63031683052588
chrIII	12940001	12950000	3.47702676919082
chrIII	12950001	12960000	4.39716967937228
chrIII	12960001	12970000	2.74270256493902
chrIII	12980001	12990000	4.78092176891797
chrIII	12990001	13000000	6.54814279555149
chrIII	13000001	13010000	2.49554517652242
chrIII	13010001	13020000	5.84982717011242
chrIII	13020001	13030000	3.05878473261551
chrIII	13030001	13040000	4.97242915405706
chrIII	13040001	13050000	2.03715811966143
chrIII	13050001	13060000	3.3128889955912
chrIII	13090001	13100000	1.96028256400455
chrIII	13140001	13150000	2.74352649703299
chrIII	13160001	13170000	3.52176336776385
chrIII	13170001	13180000	3.32425984391634
chrIII	13190001	13200000	2.76027146228316
chrIII	13200001	13210000	3.54517329024818
chrIII	13210001	13220000	3.23852373845853
chrIII	13230001	13240000	6.57658675704413
chrIII	13240001	13250000	5.51032884482342
chrIII	13490001	13500000	1.33722134930254
chrIII	13500001	13510000	1.47280745649218
chrIII	13550001	13560000	2.42226231142078
chrIII	13570001	13580000	3.68861790224229
chrIII	13580001	13590000	4.04007946677009
chrIII	13590001	13600000	8.13182661805175
chrIII	13600001	13610000	0.912132310879796
chrIII	13740001	13750000	5.50792914488458
chrIII	13770001	13780000	1.68010028963661
chrIII	13780001	13783801	5.33519797827049
chrIV	60001	70000	7.15883943539101
chrIV	70001	80000	4.49865338730519
chrIV	110001	120000	2.5462548139926
chrIV	160001	170000	2.79283348764427
chrIV	270001	280000	0.781169008313747
chrIV	280001	290000	2.02417252792693
chrIV	300001	310000	2.99273775260802
chrIV	310001	320000	1.67452986887736
chrIV	320001	330000	3.85284003817743
chrIV	450001	460000	7.01817268900998
chrIV	460001	470000	7.34380364263929
chrIV	470001	480000	5.99337090903864
chrIV	480001	490000	1.52322604492438
chrIV	500001	510000	2.60738179606529
chrIV	520001	530000	1.24028754342074
chrIV	530001	540000	6.70895679585346
chrIV	540001	550000	2.59578081371779
chrIV	580001	590000	3.0419342533936
chrIV	590001	600000	5.70088833568297
chrIV	600001	610000	2.04898473582966
chrIV	610001	620000	1.88220919038001
chrIV	620001	630000	1.14795513180188
chrIV	640001	650000	3.08068100721861
chrIV	680001	690000	0.977248592671073
chrIV	690001	700000	7.85720059097064
chrIV	700001	710000	0.889981863962033
chrIV	710001	720000	2.59322453576358
chrIV	740001	750000	1.31758344503438
chrIV	860001	870000	1.62969282263516
chrIV	880001	890000	4.76436403822617
chrIV	890001	900000	6.06676819030899
chrIV	910001	920000	6.24421269135673
chrIV	920001	930000	4.88398552576542
chrIV	930001	940000	2.43978294548853
chrIV	940001	950000	2.78192401050075
chrIV	980001	990000	3.66569709763066
chrIV	1020001	1030000	0.935251365141477
chrIV	1050001	1060000	1.59354832335622
chrIV	1060001	1070000	2.99124332641231
chrIV	1110001	1120000	2.5176632737397
chrIV	1120001	1130000	8.5529467938212
chrIV	1130001	1140000	5.98527521736851
chrIV	1140001	1150000	2.21023585476987
chrIV	1190001	1200000	2.04751675128481
chrIV	1210001	1220000	3.17819493238694
chrIV	1220001	1230000	8.77338841952386
chrIV	1230001	1240000	3.28928370188242
chrIV	1240001	1250000	4.00869123261409
chrIV	1250001	1260000	2.84027073361338
chrIV	1260001	1270000	2.45106134839707
chrIV	1300001	1310000	1.83466757166619
chrIV	1330001	1340000	3.27916796784959
chrIV	1350001	1360000	4.17102985318703
chrIV	1370001	1380000	1.85282519776827
chrIV	1420001	1430000	5.04466768849067
chrIV	1430001	1440000	4.21541207384422
chrIV	1440001	1450000	2.39072170472606
chrIV	1450001	1460000	0.842816459271707
chrIV	1460001	1470000	2.19169704282394
chrIV	1480001	1490000	5.41942944603178
chrIV	1510001	1520000	4.23487456904202
chrIV	1520001	1530000	1.37294621057849
chrIV	1530001	1540000	4.9817390996469
chrIV	1540001	1550000	3.80353159242466
chrIV	1550001	1560000	3.01512042750737
chrIV	1560001	1570000	5.01646101064822
chrIV	1610001	1620000	4.32431019458684
chrIV	1620001	1630000	2.10881799238942
chrIV	1670001	1680000	2.72584321013152
chrIV	1680001	1690000	1.5918224564663
chrIV	1690001	1700000	2.82624009971073
chrIV	1720001	1730000	3.5587022657317
chrIV	1780001	1790000	6.17893873036243
chrIV	1790001	1800000	2.75367935359588
chrIV	1810001	1820000	4.21222639013021
chrIV	1820001	1830000	4.71132092499156
chrIV	1830001	1840000	2.02827068365743
chrIV	1930001	1940000	3.02464564796223
chrIV	1940001	1950000	4.51729834391405
chrIV	2000001	2010000	4.62980335312622
chrIV	2020001	2030000	2.98986160799446
chrIV	2030001	2040000	6.5001218301582
chrIV	2050001	2060000	1.71550773640766
chrIV	2060001	2070000	2.8344814968166
chrIV	2080001	2090000	2.30007239156827
chrIV	2090001	2100000	4.47755184914523
chrIV	2100001	2110000	4.96143889361046
chrIV	2110001	2120000	4.45583826893547
chrIV	2120001	2130000	3.06656791561951
chrIV	2150001	2160000	3.25076144270479
chrIV	2160001	2170000	5.89430849077131
chrIV	2230001	2240000	2.52024949911627
chrIV	2240001	2250000	6.31319217341668
chrIV	2260001	2270000	2.93620077755978
chrIV	2270001	2280000	2.63907954002843
chrIV	2320001	2330000	2.9309058786787
chrIV	2330001	2340000	3.12294849761244
chrIV	2440001	2450000	4.93739474450191
chrIV	2450001	2460000	4.60149722335039
chrIV	2460001	2470000	3.8074890154382
chrIV	2470001	2480000	3.65786272036071
chrIV	2480001	2490000	3.84412563660857
chrIV	2490001	2500000	2.49939408781032
chrIV	2500001	2510000	3.33401178828386
chrIV	2510001	2520000	5.53684751749026
chrIV	2520001	2530000	6.31787380066951
chrIV	2530001	2540000	5.11518106128034
chrIV	2550001	2560000	7.36577368891072
chrIV	2560001	2570000	8.03040639164216
chrIV	2570001	2580000	5.5855227637527
chrIV	2580001	2590000	7.00668273784301
chrIV	2590001	2600000	3.23803856292372
chrIV	2690001	2700000	2.71723406676257
chrIV	2750001	2760000	4.81279333679975
chrIV	2810001	2820000	5.96166675251371
chrIV	2820001	2830000	3.75829773993724
chrIV	2830001	2840000	6.46702860753804
chrIV	2840001	2850000	2.54143832118978
chrIV	2850001	2860000	4.25858089958764
chrIV	2860001	2870000	4.59785024367206
chrIV	2900001	2910000	4.1099823636495
chrIV	2940001	2950000	5.06445771774884
chrIV	2950001	2960000	3.99917332817805
chrIV	2960001	2970000	5.78165588771172
chrIV	3070001	3080000	2.79722119764775
chrIV	3080001	3090000	2.33657763660269
chrIV	3170001	3180000	3.3751617472532
chrIV	3180001	3190000	4.32498330188611
chrIV	3190001	3200000	6.1956332064144
chrIV	3200001	3210000	3.68292331819608
chrIV	3280001	3290000	3.12309610185963
chrIV	3300001	3310000	3.01458455354494
chrIV	3310001	3320000	1.95857747016339
chrIV	3320001	3330000	2.22401862067769
chrIV	3420001	3430000	5.75680907010335
chrIV	3430001	3440000	5.72435394512258
chrIV	3440001	3450000	8.34439975613316
chrIV	3450001	3460000	3.06609968261098
chrIV	3460001	3470000	4.72852300666875
chrIV	3470001	3480000	4.87419197716973
chrIV	3480001	3490000	3.79616148840439
chrIV	3490001	3500000	2.88993536526011
chrIV	3550001	3560000	2.57400094974462
chrIV	3560001	3570000	3.47837763681898
chrIV	3600001	3610000	2.18039767014408
chrIV	3610001	3620000	3.92565851996966
chrIV	3620001	3630000	6.13219179791309
chrIV	3660001	3670000	2.30333424794235
chrIV	3880001	3890000	1.85171221525147
chrIV	3900001	3910000	1.97238247977678
chrIV	3910001	3920000	3.53139300044033
chrIV	3920001	3930000	3.71982030972801
chrIV	3930001	3940000	3.32065891892735
